customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
440,532.0,1.0,2407.806,1,1,2,1.4000000000000001,Churned
441,440.0,6.0,4625.993,1,5,4,3.8000000000000003,Loyal
442,22.0,4.0,3632.686,5,3,3,3.4000000000000004,Loyal
443,159.0,6.0,6219.1595,3,5,4,4.2,Champions
444,42.0,4.0,3328.879,5,3,3,3.4000000000000004,Loyal
445,136.0,2.0,13437.857999999998,3,1,5,3.0,Potential
446,68.0,3.0,3755.8145000000004,4,2,3,2.8000000000000003,Potential
447,341.0,3.0,3290.999,2,2,3,2.4000000000000004,At Risk
448,20.0,7.0,7740.268,5,5,5,5.0,Champions
449,84.0,5.0,5657.899,4,4,4,4.0,Loyal
450,72.0,3.0,4296.398,4,2,3,2.8000000000000003,Potential
451,9.0,3.0,3185.5280000000002,5,2,3,3.0,Potential
452,814.0,2.0,1369.1775,1,1,1,1.0,Churned
453,244.0,3.0,3195.9865,2,2,3,2.4000000000000004,At Risk
454,151.0,4.0,4934.116,3,3,4,3.4000000000000004,Loyal
455,4.0,1.0,568.2615,5,1,1,1.7999999999999998,Churned
456,4.0,3.0,2485.9895,5,2,2,2.6,Potential
457,270.0,1.0,669.1800000000001,2,1,1,1.2000000000000002,Churned
458,789.0,2.0,1106.7065,1,1,1,1.0,Churned
459,245.0,4.0,5803.5265,2,3,4,3.2,Potential
460,52.0,3.0,3870.886,4,2,3,2.8000000000000003,Potential
461,250.0,4.0,5168.515,2,3,4,3.2,Potential
462,146.0,5.0,13147.209499999999,3,4,5,4.2,Champions
463,207.0,3.0,1468.364,3,2,1,1.8000000000000003,At Risk
464,287.0,1.0,723.46,2,1,1,1.2000000000000002,Churned
465,92.0,2.0,1993.0865,4,1,2,2.0,At Risk
466,50.0,7.0,5718.46,4,5,4,4.4,Champions
467,1095.0,0.0,0.0,1,1,1,1.0,Churned
468,56.0,2.0,2083.3685,4,1,2,2.0,At Risk
469,17.0,5.0,37892.18,5,4,5,4.6,Champions
470,17.0,2.0,682.615,5,1,1,1.7999999999999998,Churned
471,64.0,4.0,3657.336,4,3,3,3.2,Potential
472,105.0,4.0,1972.1385,4,3,2,2.8,Potential
473,24.0,6.0,8661.989,5,5,5,5.0,Champions
474,358.0,5.0,17828.7025,2,4,5,4.0,Loyal
475,44.0,8.0,6698.7675,5,5,5,5.0,Champions
476,1095.0,0.0,0.0,1,1,1,1.0,Churned
477,30.0,6.0,3438.5505,5,5,3,4.2,Champions
478,415.0,4.0,3287.9775,1,3,3,2.6000000000000005,Potential
479,100.0,2.0,3533.6905,4,1,3,2.4000000000000004,At Risk
480,57.0,2.0,1744.3964999999998,4,1,2,2.0,At Risk
481,881.0,2.0,3121.04,1,1,3,1.8000000000000003,At Risk
482,70.0,6.0,7532.6025,4,5,5,4.8,Champions
483,71.0,4.0,3307.172,4,3,3,3.2,Potential
484,293.0,2.0,3661.402,2,1,3,2.0,At Risk
485,154.0,6.0,8223.802,3,5,5,4.6,Champions
486,557.0,5.0,4302.712,1,4,3,3.0,Potential
487,3.0,5.0,3810.8945,5,4,3,3.8000000000000003,Loyal
488,286.0,4.0,3706.6310000000003,2,3,3,2.8000000000000003,Potential
489,77.0,2.0,1914.016,4,1,2,2.0,At Risk
490,153.0,3.0,1171.1045,3,2,1,1.8000000000000003,At Risk
491,27.0,3.0,2360.373,5,2,2,2.6,Potential
492,372.0,2.0,5409.259,2,1,4,2.4000000000000004,At Risk
493,141.0,3.0,954.6665,3,2,1,1.8000000000000003,At Risk
494,9.0,6.0,3653.0355,5,5,3,4.2,Champions
495,60.0,6.0,8152.5235,4,5,5,4.8,Champions
496,82.0,3.0,2727.0365,4,2,2,2.4000000000000004,At Risk
497,292.0,3.0,716.26,2,2,1,1.6,Churned
498,45.0,3.0,13064.44,5,2,5,3.8,Loyal
499,1095.0,0.0,0.0,1,1,1,1.0,Churned
500,23.0,3.0,3423.1035,5,2,3,3.0,Potential
501,287.0,6.0,8070.1230000000005,2,5,5,4.4,Champions
502,577.0,2.0,585.96,1,1,1,1.0,Churned
503,683.0,1.0,826.141,1,1,1,1.0,Churned
504,195.0,5.0,5713.124,3,4,4,3.8000000000000003,Loyal
505,111.0,3.0,2483.32,3,2,2,2.2,At Risk
506,190.0,3.0,4865.5985,3,2,4,3.0,Potential
507,377.0,3.0,4882.189,2,2,4,2.8000000000000003,Potential
508,53.0,1.0,226.692,4,1,1,1.6,Churned
509,1003.0,1.0,216.14400000000003,1,1,1,1.0,Churned
510,122.0,4.0,3917.786,3,3,3,3.0000000000000004,Potential
511,128.0,2.0,2330.545,3,1,2,1.8,At Risk
512,217.0,2.0,2948.531,2,1,2,1.6,Churned
513,323.0,7.0,5753.3795,2,5,4,4.0,Loyal
514,176.0,5.0,1927.9015,3,4,2,3.0,Potential
515,47.0,5.0,5744.558999999999,4,4,4,4.0,Loyal
516,255.0,4.0,3224.092,2,3,3,2.8000000000000003,Potential
517,23.0,2.0,1316.6395000000002,5,1,1,1.7999999999999998,Churned
518,54.0,2.0,3450.6215,4,1,3,2.4000000000000004,At Risk
519,549.0,4.0,27699.370999999996,1,3,5,3.4000000000000004,Loyal
520,109.0,4.0,4127.464,4,3,3,3.2,Potential
521,181.0,4.0,6644.105,3,3,5,3.8000000000000003,Loyal
522,590.0,2.0,11111.931,1,1,5,2.6,Potential
523,157.0,6.0,6454.729,3,5,4,4.2,Champions
524,416.0,2.0,1369.8894999999998,1,1,1,1.0,Churned
525,120.0,4.0,4663.359,3,3,4,3.4000000000000004,Loyal
526,190.0,3.0,7527.4025,3,2,5,3.4000000000000004,Loyal
527,501.0,4.0,3120.375,1,3,3,2.6000000000000005,Potential
528,40.0,7.0,74392.75,5,5,5,5.0,Champions
529,14.0,3.0,4438.6995,5,2,4,3.4000000000000004,Loyal
530,7.0,4.0,3361.7445,5,3,3,3.4000000000000004,Loyal
531,408.0,3.0,5176.8695,1,2,4,2.6,Potential
532,30.0,10.0,9251.322,5,5,5,5.0,Champions
533,474.0,2.0,659.9200000000001,1,1,1,1.0,Churned
534,5.0,3.0,2506.1915,5,2,2,2.6,Potential
535,175.0,2.0,484.47200000000004,3,1,1,1.4,Churned
536,302.0,2.0,287.06,2,1,1,1.2000000000000002,Churned
537,331.0,2.0,2758.0924999999997,2,1,2,1.6,Churned
538,128.0,2.0,1756.3984999999998,3,1,2,1.8,At Risk
539,344.0,2.0,1547.969,2,1,1,1.2000000000000002,Churned
540,108.0,7.0,7009.4495,4,5,5,4.8,Champions
541,34.0,6.0,5207.504,5,5,4,4.6,Champions
542,408.0,3.0,4284.4395,1,2,3,2.2,At Risk
543,63.0,4.0,2450.2309999999998,4,3,2,2.8,Potential
544,247.0,3.0,2390.353,2,2,2,2.0,At Risk
545,65.0,5.0,6324.137,4,4,4,4.0,Loyal
546,381.0,5.0,5326.315,2,4,4,3.6,Loyal
547,305.0,2.0,4325.1255,2,1,4,2.4000000000000004,At Risk
548,58.0,5.0,6839.489,4,4,5,4.4,Champions
549,1025.0,1.0,1961.3,1,1,2,1.4000000000000001,Churned
550,43.0,2.0,1735.56,5,1,2,2.2,At Risk
551,297.0,4.0,4334.386,2,3,4,3.2,Potential
552,757.0,4.0,4284.075,1,3,3,2.6000000000000005,Potential
553,216.0,2.0,3146.401,2,1,3,2.0,At Risk
554,1095.0,0.0,0.0,1,1,1,1.0,Churned
555,83.0,3.0,3339.6009999999997,4,2,3,2.8000000000000003,Potential
556,267.0,5.0,8006.933999999999,2,4,5,4.0,Loyal
557,143.0,4.0,2558.3535,3,3,2,2.6000000000000005,Potential
558,94.0,6.0,12800.842,4,5,5,4.8,Champions
559,183.0,4.0,1693.4425,3,3,2,2.6000000000000005,Potential
560,282.0,3.0,1967.8179999999998,2,2,2,2.0,At Risk
561,4.0,6.0,14476.851,5,5,5,5.0,Champions
562,152.0,4.0,2408.1015,3,3,2,2.6000000000000005,Potential
563,15.0,4.0,1978.4345,5,3,2,3.0,Potential
564,474.0,4.0,2494.3379999999997,1,3,2,2.2,At Risk
565,274.0,1.0,3158.2045,2,1,3,2.0,At Risk
566,753.0,2.0,15506.2525,1,1,5,2.6,Potential
567,25.0,4.0,2164.0265,5,3,2,3.0,Potential
568,47.0,5.0,3604.8475,4,4,3,3.6000000000000005,Loyal
569,160.0,3.0,2593.7129999999997,3,2,2,2.2,At Risk
570,216.0,3.0,5098.486000000001,2,2,4,2.8000000000000003,Potential
571,157.0,5.0,4608.3255,3,4,4,3.8000000000000003,Loyal
572,242.0,5.0,5675.5155,2,4,4,3.6,Loyal
573,49.0,5.0,8823.303,4,4,5,4.4,Champions
574,599.0,6.0,8754.2035,1,5,5,4.2,Champions
575,213.0,3.0,3065.284,3,2,3,2.6000000000000005,Potential
576,9.0,6.0,9164.504,5,5,5,5.0,Champions
577,133.0,8.0,17421.8285,3,5,5,4.6,Champions
578,36.0,3.0,3598.6965,5,2,3,3.0,Potential
579,70.0,5.0,6332.5535,4,4,4,4.0,Loyal
580,63.0,4.0,5826.6630000000005,4,3,4,3.6,Loyal
581,230.0,7.0,9120.3885,2,5,5,4.4,Champions
582,30.0,6.0,3269.09,5,5,3,4.2,Champions
583,144.0,5.0,3151.466,3,4,3,3.4000000000000004,Loyal
584,388.0,4.0,4262.937,2,3,3,2.8000000000000003,Potential
585,15.0,3.0,1211.2920000000001,5,2,1,2.2,At Risk
586,0.0,2.0,1962.093,5,1,2,2.2,At Risk
587,1081.0,2.0,669.5459999999999,1,1,1,1.0,Churned
588,459.0,3.0,3414.789,1,2,3,2.2,At Risk
589,27.0,3.0,2365.9449999999997,5,2,2,2.6,Potential
590,480.0,2.0,771.37,1,1,1,1.0,Churned
591,195.0,6.0,8455.997,3,5,5,4.6,Champions
592,1095.0,0.0,0.0,1,1,1,1.0,Churned
593,634.0,2.0,596.6800000000001,1,1,1,1.0,Churned
594,284.0,2.0,2617.2349999999997,2,1,2,1.6,Churned
595,136.0,5.0,7056.85,3,4,5,4.2,Champions
596,952.0,1.0,422.44,1,1,1,1.0,Churned
597,38.0,7.0,6197.548,5,5,4,4.6,Champions
598,432.0,2.0,5916.1775,1,1,4,2.2,At Risk
599,1028.0,1.0,110.42,1,1,1,1.0,Churned
600,46.0,1.0,2614.152,5,1,2,2.2,At Risk
601,38.0,3.0,15312.004,5,2,5,3.8,Loyal
602,419.0,3.0,2525.4055,1,2,2,1.8,At Risk
603,108.0,3.0,2823.9700000000003,4,2,2,2.4000000000000004,At Risk
604,67.0,6.0,8143.7175,4,5,5,4.8,Champions
605,75.0,4.0,3699.6800000000003,4,3,3,3.2,Potential
606,65.0,5.0,4181.6695,4,4,3,3.6000000000000005,Loyal
607,36.0,3.0,2982.193,5,2,2,2.6,Potential
608,159.0,5.0,7453.293000000001,3,4,5,4.2,Champions
609,585.0,2.0,918.4100000000001,1,1,1,1.0,Churned
610,143.0,2.0,2680.2889999999998,3,1,2,1.8,At Risk
611,5.0,5.0,146989.767,5,4,5,4.6,Champions
612,139.0,4.0,4915.496,3,3,4,3.4000000000000004,Loyal
613,128.0,4.0,26730.339999999997,3,3,5,3.8000000000000003,Loyal
614,78.0,1.0,2172.885,4,1,2,2.0,At Risk
615,391.0,2.0,3483.795,2,1,3,2.0,At Risk
616,865.0,1.0,1121.7525,1,1,1,1.0,Churned
617,46.0,7.0,8020.732,5,5,5,5.0,Champions
618,14.0,6.0,4236.4025,5,5,3,4.2,Champions
619,406.0,3.0,6444.031500000001,1,2,4,2.6,Potential
620,201.0,1.0,977.6890000000001,3,1,1,1.4,Churned
621,41.0,3.0,1827.007,5,2,2,2.6,Potential
622,332.0,4.0,2517.3575,2,3,2,2.4000000000000004,At Risk
623,1095.0,0.0,0.0,1,1,1,1.0,Churned
624,67.0,6.0,4194.0705,4,5,3,4.0,Loyal
625,196.0,2.0,1597.6545,3,1,1,1.4,Churned
626,77.0,4.0,6439.0835,4,3,4,3.6,Loyal
627,116.0,2.0,2588.2099999999996,3,1,2,1.8,At Risk
628,721.0,3.0,1876.028,1,2,2,1.8,At Risk
629,154.0,7.0,6553.567,3,5,4,4.2,Champions
630,5.0,4.0,1678.024,5,3,2,3.0,Potential
631,15.0,4.0,3338.0775,5,3,3,3.4000000000000004,Loyal
632,5.0,5.0,4164.0935,5,4,3,3.8000000000000003,Loyal
633,13.0,2.0,3656.8645,5,1,3,2.6,Potential
634,71.0,10.0,56334.094,4,5,5,4.8,Champions
635,179.0,6.0,3477.5155,3,5,3,3.8000000000000003,Loyal
636,532.0,1.0,396.98,1,1,1,1.0,Churned
637,238.0,1.0,652.5074999999999,2,1,1,1.2000000000000002,Churned
638,100.0,5.0,5886.4529999999995,4,4,4,4.0,Loyal
639,124.0,4.0,3798.341,3,3,3,3.0000000000000004,Potential
640,102.0,3.0,4585.394,4,2,4,3.2,Potential
641,93.0,5.0,6047.6685,4,4,4,4.0,Loyal
642,404.0,3.0,5225.4075,1,2,4,2.6,Potential
643,4.0,8.0,14490.079,5,5,5,5.0,Champions
644,102.0,5.0,4848.48,4,4,4,4.0,Loyal
645,220.0,6.0,4630.2375,2,5,4,4.0,Loyal
646,40.0,4.0,2784.038,5,3,2,3.0,Potential
647,49.0,4.0,3507.474,4,3,3,3.2,Potential
648,183.0,4.0,1446.69,3,3,1,2.2,At Risk
649,626.0,4.0,3346.855,1,3,3,2.6000000000000005,Potential
650,77.0,4.0,5291.639,4,3,4,3.6,Loyal
651,1095.0,0.0,0.0,1,1,1,1.0,Churned
652,507.0,4.0,3195.594,1,3,3,2.6000000000000005,Potential
653,145.0,4.0,2727.327,3,3,2,2.6000000000000005,Potential
654,7.0,4.0,6336.288500000001,5,3,4,3.8000000000000003,Loyal
655,91.0,5.0,3180.661,4,4,3,3.6000000000000005,Loyal
656,52.0,7.0,6804.711,4,5,5,4.8,Champions
657,161.0,5.0,7695.9685,3,4,5,4.2,Champions
658,4.0,6.0,5332.227,5,5,4,4.6,Champions
659,1095.0,0.0,0.0,1,1,1,1.0,Churned
660,128.0,3.0,3385.06,3,2,3,2.6000000000000005,Potential
661,308.0,2.0,4793.643,2,1,4,2.4000000000000004,At Risk
662,773.0,1.0,1583.9,1,1,1,1.0,Churned
663,44.0,4.0,2603.4629999999997,5,3,2,3.0,Potential
664,279.0,2.0,1848.3899999999999,2,1,2,1.6,Churned
665,47.0,4.0,4884.4555,4,3,4,3.6,Loyal
666,1048.0,1.0,223.074,1,1,1,1.0,Churned
667,127.0,1.0,797.13,3,1,1,1.4,Churned
668,608.0,1.0,2406.9449999999997,1,1,2,1.4000000000000001,Churned
669,819.0,1.0,1854.4950000000001,1,1,2,1.4000000000000001,Churned
670,273.0,3.0,4080.371,2,2,3,2.4000000000000004,At Risk
671,316.0,4.0,4102.12,2,3,3,2.8000000000000003,Potential
672,476.0,1.0,1068.692,1,1,1,1.0,Churned
673,325.0,5.0,3202.6144999999997,2,4,3,3.2,Potential
674,118.0,2.0,2760.7855000000004,3,1,2,1.8,At Risk
675,210.0,3.0,3507.9465,3,2,3,2.6000000000000005,Potential
676,91.0,1.0,839.64,4,1,1,1.6,Churned
677,302.0,6.0,4753.732,2,5,4,4.0,Loyal
678,152.0,3.0,11671.932999999999,3,2,5,3.4000000000000004,Loyal
679,224.0,4.0,5623.919,2,3,4,3.2,Potential
680,80.0,4.0,4191.444,4,3,3,3.2,Potential
681,29.0,4.0,5253.234,5,3,4,3.8000000000000003,Loyal
682,23.0,7.0,2675.219,5,5,2,3.8,Loyal
683,570.0,2.0,1750.136,1,1,2,1.4000000000000001,Churned
684,184.0,4.0,4144.1,3,3,3,3.0000000000000004,Potential
685,3.0,6.0,8244.8365,5,5,5,5.0,Champions
686,13.0,7.0,7801.1925,5,5,5,5.0,Champions
687,112.0,4.0,2701.266,3,3,2,2.6000000000000005,Potential
688,98.0,4.0,2945.0615,4,3,2,2.8,Potential
689,281.0,3.0,108395.8575,2,2,5,3.2,Potential
690,150.0,1.0,1777.9275,3,1,2,1.8,At Risk
691,110.0,8.0,11486.203,3,5,5,4.6,Champions
692,114.0,4.0,2431.5215,3,3,2,2.6000000000000005,Potential
693,67.0,5.0,3636.944,4,4,3,3.6000000000000005,Loyal
694,91.0,3.0,1939.18,4,2,2,2.4000000000000004,At Risk
695,108.0,2.0,374.68,4,1,1,1.6,Churned
696,22.0,5.0,5668.1485,5,4,4,4.2,Champions
697,133.0,2.0,2588.5245,3,1,2,1.8,At Risk
698,372.0,2.0,1470.2275,2,1,1,1.2000000000000002,Churned
699,194.0,5.0,3472.595,3,4,3,3.4000000000000004,Loyal
700,68.0,1.0,646.649,4,1,1,1.6,Churned
701,75.0,3.0,595.8565,4,2,1,2.0,At Risk
702,102.0,5.0,4568.0815,4,4,4,4.0,Loyal
703,127.0,5.0,3550.5985,3,4,3,3.4000000000000004,Loyal
704,43.0,4.0,3346.7234999999996,5,3,3,3.4000000000000004,Loyal
705,155.0,4.0,3977.028,3,3,3,3.0000000000000004,Potential
706,2.0,5.0,4393.8949999999995,5,4,4,4.2,Champions
707,1095.0,0.0,0.0,1,1,1,1.0,Churned
708,2.0,7.0,6331.4355,5,5,4,4.6,Champions
709,670.0,3.0,2647.7760000000003,1,2,2,1.8,At Risk
710,22.0,4.0,15306.324499999999,5,3,5,4.2,Champions
711,740.0,1.0,478.17299999999994,1,1,1,1.0,Churned
712,189.0,3.0,2612.545,3,2,2,2.2,At Risk
713,1064.0,1.0,1670.8400000000001,1,1,2,1.4000000000000001,Churned
714,11.0,6.0,2623.824,5,5,2,3.8,Loyal
715,62.0,4.0,3497.3575,4,3,3,3.2,Potential
716,352.0,3.0,3996.521,2,2,3,2.4000000000000004,At Risk
717,16.0,5.0,6315.617,5,4,4,4.2,Champions
718,108.0,3.0,11967.754500000001,4,2,5,3.6,Loyal
719,10.0,4.0,5948.418,5,3,4,3.8000000000000003,Loyal
720,325.0,3.0,3346.77,2,2,3,2.4000000000000004,At Risk
721,365.0,3.0,4364.978999999999,2,2,4,2.8000000000000003,Potential
722,190.0,5.0,4127.838,3,4,3,3.4000000000000004,Loyal
723,42.0,2.0,2171.5665,5,1,2,2.2,At Risk
724,315.0,3.0,1632.192,2,2,1,1.6,Churned
725,254.0,2.0,4516.3475,2,1,4,2.4000000000000004,At Risk
726,23.0,7.0,11910.9435,5,5,5,5.0,Champions
727,69.0,5.0,7577.7445,4,4,5,4.4,Champions
728,218.0,2.0,1486.529,2,1,1,1.2000000000000002,Churned
729,177.0,7.0,6502.102,3,5,4,4.2,Champions
730,16.0,3.0,4399.826,5,2,4,3.4000000000000004,Loyal
731,207.0,3.0,3656.343,3,2,3,2.6000000000000005,Potential
732,26.0,3.0,2272.2999999999997,5,2,2,2.6,Potential
733,20.0,6.0,6927.4355000000005,5,5,5,5.0,Champions
734,43.0,4.0,7310.118,5,3,5,4.2,Champions
735,1003.0,1.0,2869.9195,1,1,2,1.4000000000000001,Churned
736,12.0,5.0,5721.374,5,4,4,4.2,Champions
737,357.0,3.0,3269.675,2,2,3,2.4000000000000004,At Risk
738,395.0,1.0,292.173,2,1,1,1.2000000000000002,Churned
739,601.0,1.0,1335.13,1,1,1,1.0,Churned
740,30.0,6.0,4975.264,5,5,4,4.6,Champions
741,171.0,4.0,5944.1595,3,3,4,3.4000000000000004,Loyal
742,576.0,3.0,1477.7599999999998,1,2,1,1.4,Churned
743,184.0,3.0,2002.47,3,2,2,2.2,At Risk
744,878.0,2.0,958.3539999999999,1,1,1,1.0,Churned
745,62.0,2.0,3904.694,4,1,3,2.4000000000000004,At Risk
746,201.0,1.0,61.15,3,1,1,1.4,Churned
747,286.0,2.0,3008.6265,2,1,3,2.0,At Risk
748,351.0,1.0,1781.125,2,1,2,1.6,Churned
749,58.0,3.0,2567.6335,4,2,2,2.4000000000000004,At Risk
750,389.0,3.0,3424.8655,2,2,3,2.4000000000000004,At Risk
751,1095.0,0.0,0.0,1,1,1,1.0,Churned
752,28.0,6.0,4052.5355,5,5,3,4.2,Champions
753,178.0,5.0,3138.5275,3,4,3,3.4000000000000004,Loyal
754,58.0,1.0,441.8725,4,1,1,1.6,Churned
755,285.0,2.0,3367.1795,2,1,3,2.0,At Risk
756,18.0,4.0,3904.829,5,3,3,3.4000000000000004,Loyal
757,365.0,1.0,43.128,2,1,1,1.2000000000000002,Churned
758,479.0,4.0,5948.3245,1,3,4,3.0,Potential
759,1095.0,0.0,0.0,1,1,1,1.0,Churned
760,90.0,4.0,9364.8305,4,3,5,4.0,Loyal
761,146.0,7.0,9100.7515,3,5,5,4.6,Champions
762,110.0,6.0,6025.67,3,5,4,4.2,Champions
763,122.0,3.0,5827.713,3,2,4,3.0,Potential
764,210.0,9.0,9186.6535,3,5,5,4.6,Champions
765,526.0,4.0,1315.05,1,3,1,1.8000000000000003,At Risk
766,789.0,1.0,808.165,1,1,1,1.0,Churned
767,5.0,3.0,3251.2335,5,2,3,3.0,Potential
768,317.0,4.0,5073.6945,2,3,4,3.2,Potential
769,357.0,2.0,2910.645,2,1,2,1.6,Churned
770,189.0,2.0,1062.92,3,1,1,1.4,Churned
771,90.0,5.0,5699.39,4,4,4,4.0,Loyal
772,124.0,3.0,4040.5895,3,2,3,2.6000000000000005,Potential
773,217.0,6.0,5354.478,2,5,4,4.0,Loyal
774,252.0,4.0,3839.8705,2,3,3,2.8000000000000003,Potential
775,3.0,5.0,4426.596,5,4,4,4.2,Champions
776,135.0,2.0,1954.0769999999998,3,1,2,1.8,At Risk
777,401.0,1.0,1678.68,1,1,2,1.4000000000000001,Churned
778,223.0,2.0,1415.1580000000001,2,1,1,1.2000000000000002,Churned
779,4.0,3.0,11612.7155,5,2,5,3.8,Loyal
780,447.0,2.0,2987.793,1,1,2,1.4000000000000001,Churned
781,24.0,1.0,972.6129999999999,5,1,1,1.7999999999999998,Churned
782,456.0,1.0,1626.828,1,1,1,1.0,Churned
783,114.0,4.0,4023.3644999999997,3,3,3,3.0000000000000004,Potential
784,1095.0,0.0,0.0,1,1,1,1.0,Churned
785,719.0,2.0,23181.3,1,1,5,2.6,Potential
786,123.0,5.0,5937.02,3,4,4,3.8000000000000003,Loyal
787,3.0,6.0,18442.4815,5,5,5,5.0,Champions
788,68.0,3.0,3888.21,4,2,3,2.8000000000000003,Potential
789,218.0,4.0,7609.508,2,3,5,3.6,Loyal
790,160.0,4.0,4277.0425,3,3,3,3.0000000000000004,Potential
791,287.0,3.0,4672.159,2,2,4,2.8000000000000003,Potential
792,342.0,5.0,6415.4580000000005,2,4,4,3.6,Loyal
793,255.0,7.0,7312.0325,2,5,5,4.4,Champions
794,31.0,3.0,4017.2905,5,2,3,3.0,Potential
795,183.0,5.0,5105.2905,3,4,4,3.8000000000000003,Loyal
796,152.0,3.0,2824.178,3,2,2,2.2,At Risk
797,50.0,7.0,40511.6725,4,5,5,4.8,Champions
798,255.0,4.0,3667.458,2,3,3,2.8000000000000003,Potential
799,226.0,4.0,2285.5875,2,3,2,2.4000000000000004,At Risk
800,161.0,4.0,4725.191,3,3,4,3.4000000000000004,Loyal
801,310.0,1.0,2112.1655,2,1,2,1.6,Churned
802,93.0,2.0,1522.9385,4,1,1,1.6,Churned
803,66.0,2.0,2249.157,4,1,2,2.0,At Risk
804,4.0,3.0,4913.702,5,2,4,3.4000000000000004,Loyal
805,21.0,4.0,36454.7905,5,3,5,4.2,Champions
806,630.0,2.0,1979.9415,1,1,2,1.4000000000000001,Churned
807,107.0,4.0,6791.434,4,3,5,4.0,Loyal
808,543.0,2.0,1879.12,1,1,2,1.4000000000000001,Churned
809,113.0,3.0,2572.972,3,2,2,2.2,At Risk
810,62.0,5.0,3104.837,4,4,3,3.6000000000000005,Loyal
811,162.0,5.0,5583.8325,3,4,4,3.8000000000000003,Loyal
812,190.0,3.0,5329.838000000001,3,2,4,3.0,Potential
813,178.0,4.0,6425.1720000000005,3,3,4,3.4000000000000004,Loyal
814,267.0,3.0,1667.1215,2,2,2,2.0,At Risk
815,584.0,2.0,5888.971500000001,1,1,4,2.2,At Risk
816,441.0,7.0,6978.832,1,5,5,4.2,Champions
817,27.0,8.0,5532.6205,5,5,4,4.6,Champions
818,67.0,2.0,6677.316,4,1,5,3.2,Potential
819,3.0,3.0,2578.6270000000004,5,2,2,2.6,Potential
820,153.0,3.0,6718.404500000001,3,2,5,3.4000000000000004,Loyal
821,44.0,3.0,4056.09,5,2,3,3.0,Potential
822,63.0,4.0,3848.4145000000003,4,3,3,3.2,Potential
823,247.0,1.0,218.79,2,1,1,1.2000000000000002,Churned
824,383.0,6.0,5856.2005,2,5,4,4.0,Loyal
825,464.0,2.0,635.398,1,1,1,1.0,Churned
826,24.0,3.0,5421.3195,5,2,4,3.4000000000000004,Loyal
827,5.0,1.0,221.98,5,1,1,1.7999999999999998,Churned
828,372.0,3.0,1506.96,2,2,1,1.6,Churned
829,5.0,7.0,5616.676,5,5,4,4.6,Champions
830,8.0,4.0,3564.258,5,3,3,3.4000000000000004,Loyal
831,602.0,2.0,1169.025,1,1,1,1.0,Churned
832,14.0,4.0,2212.9649999999997,5,3,2,3.0,Potential
833,525.0,3.0,2532.941,1,2,2,1.8,At Risk
834,341.0,2.0,2944.74,2,1,2,1.6,Churned
835,66.0,5.0,37055.8875,4,4,5,4.4,Champions
836,1095.0,0.0,0.0,1,1,1,1.0,Churned
837,156.0,6.0,8695.095,3,5,5,4.6,Champions
838,224.0,6.0,6847.1095000000005,2,5,5,4.4,Champions
839,277.0,4.0,4570.5485,2,3,4,3.2,Potential
840,223.0,1.0,1477.682,2,1,1,1.2000000000000002,Churned
841,460.0,3.0,1296.703,1,2,1,1.4,Churned
842,224.0,2.0,2688.9900000000002,2,1,2,1.6,Churned
843,45.0,3.0,4111.62,5,2,3,3.0,Potential
844,347.0,3.0,2631.88,2,2,2,2.0,At Risk
845,356.0,3.0,4326.684,2,2,4,2.8000000000000003,Potential
846,711.0,2.0,773.1395,1,1,1,1.0,Churned
847,469.0,2.0,2077.3360000000002,1,1,2,1.4000000000000001,Churned
848,2.0,2.0,4244.627,5,1,3,2.6,Potential
849,353.0,3.0,3697.4244999999996,2,2,3,2.4000000000000004,At Risk
850,237.0,1.0,1040.43,2,1,1,1.2000000000000002,Churned
851,116.0,3.0,829.167,3,2,1,1.8000000000000003,At Risk
852,151.0,6.0,2893.57,3,5,2,3.4000000000000004,Loyal
853,115.0,4.0,6024.042,3,3,4,3.4000000000000004,Loyal
854,619.0,2.0,821.95,1,1,1,1.0,Churned
855,297.0,4.0,6404.4175,2,3,4,3.2,Potential
856,10.0,7.0,11474.5265,5,5,5,5.0,Champions
857,43.0,2.0,1857.3055,5,1,2,2.2,At Risk
858,301.0,3.0,579.656,2,2,1,1.6,Churned
859,745.0,3.0,4757.4605,1,2,4,2.6,Potential
860,284.0,2.0,3552.424,2,1,3,2.0,At Risk
861,16.0,6.0,9459.979500000001,5,5,5,5.0,Champions
862,207.0,6.0,8046.1975,3,5,5,4.6,Champions
863,571.0,3.0,1561.6985,1,2,1,1.4,Churned
864,103.0,5.0,4819.9075,4,4,4,4.0,Loyal
865,108.0,2.0,1492.6499999999999,4,1,1,1.6,Churned
866,503.0,5.0,8219.423999999999,1,4,5,3.8,Loyal
867,771.0,1.0,580.091,1,1,1,1.0,Churned
868,254.0,5.0,7352.4884999999995,2,4,5,4.0,Loyal
869,89.0,4.0,4071.1725000000006,4,3,3,3.2,Potential
870,159.0,3.0,2069.756,3,2,2,2.2,At Risk
871,82.0,4.0,4025.172,4,3,3,3.2,Potential
872,310.0,6.0,9455.147500000001,2,5,5,4.4,Champions
873,441.0,3.0,2138.412,1,2,2,1.8,At Risk
874,175.0,2.0,2414.714,3,1,2,1.8,At Risk
875,50.0,4.0,4179.6485,4,3,3,3.2,Potential
876,50.0,4.0,20248.9915,4,3,5,4.0,Loyal
